Date,Count
2020-10-13,74
2020-10-12,64
2020-10-11,38
2020-10-10,38
2020-10-09,60
2020-10-08,56
2020-10-07,47
2020-10-06,56
2020-10-05,55
2020-10-04,26
2020-10-03,20
2020-10-02,57
2020-10-01,65
2020-09-30,46
2020-09-29,80
2020-09-28,35
2020-09-27,29
2020-09-26,52
2020-09-25,57
2020-09-24,71
2020-09-23,92
2020-09-22,51
2020-09-21,79
2020-09-20,49
2020-09-19,45
2020-09-18,51
2020-09-17,84
2020-09-16,82
2020-09-15,80
2020-09-14,24
2020-09-13,18
2020-09-12,53
2020-09-11,75
2020-09-10,82
2020-09-09,54
2020-09-08,87
2020-09-07,46
2020-09-06,51
2020-09-05,71
2020-09-04,107
2020-09-03,126
2020-09-02,80
2020-09-01,87
2020-08-31,111
2020-08-30,42
2020-08-29,50
2020-08-28,76
2020-08-27,111
2020-08-26,89
2020-08-25,55
2020-08-24,46
2020-08-23,41
2020-08-22,65
2020-08-21,53
2020-08-20,75
2020-08-19,58
2020-08-18,54
2020-08-17,67
2020-08-16,51
2020-08-15,33
2020-08-14,79
2020-08-13,59
2020-08-12,71
2020-08-11,60
2020-08-10,65
2020-08-09,45
2020-08-08,39
2020-08-07,58
2020-08-06,75
2020-08-05,85
2020-08-04,80
2020-08-03,97
2020-08-02,36
2020-08-01,85
2020-07-31,54
2020-07-30,64
2020-07-29,71
2020-07-28,71
2020-07-27,67
2020-07-26,27
2020-07-25,29
2020-07-24,35
2020-07-23,52
2020-07-22,32
2020-07-21,57
2020-07-20,47
2020-07-19,29
2020-07-18,23
2020-07-17,58
2020-07-16,59
2020-07-15,84
2020-07-14,49
2020-07-13,110
2020-07-12,38
2020-07-11,45
2020-07-10,67
2020-07-09,70
2020-07-08,65
2020-07-07,78
2020-07-06,58
2020-07-05,28
2020-07-04,34
2020-07-03,33
2020-07-02,69
2020-07-01,49
2020-06-30,50
2020-06-29,59
2020-06-28,50
2020-06-27,51
2020-06-26,53
2020-06-25,64
2020-06-24,96
2020-06-23,48
2020-06-22,60
2020-06-21,66
2020-06-20,95
2020-06-19,89
2020-06-18,77
2020-06-17,63
2020-06-16,101
2020-06-15,100
2020-06-14,50
2020-06-13,63
2020-06-12,52
2020-06-11,116
2020-06-10,23
2020-06-09,9
2020-06-08,41
2020-06-07,9
2020-06-06,45
2020-06-05,19
2020-06-04,6
2020-06-03,35
2020-06-02,55
2020-06-01,69
2020-05-31,37
2020-05-30,58
2020-05-29,47
2020-05-28,79
2020-05-27,92
2020-05-26,77
2020-05-25,103
2020-05-24,28
2020-05-23,57
2020-05-22,35
2020-05-21,89
2020-05-20,82
2020-05-19,91
2020-05-18,156
2020-05-17,28
2020-05-16,55
2020-05-15,64
2020-05-14,95
2020-05-13,86
2020-05-12,81
2020-05-11,71
2020-05-10,96
2020-05-09,79
2020-05-08,134
2020-05-07,110
2020-05-06,104
2020-05-05,47
2020-05-04,61
2020-05-03,95
2020-05-02,151
2020-05-01,97
2020-04-30,70
2020-04-29,96
2020-04-28,77
2020-04-27,90
2020-04-26,70
2020-04-25,149
2020-04-24,92
2020-04-23,106
2020-04-22,77
2020-04-21,114
2020-04-20,144
2020-04-19,90
2020-04-18,107
2020-04-17,119
2020-04-16,93
2020-04-15,73
2020-04-14,132
2020-04-13,93
2020-04-12,108
2020-04-11,160
2020-04-10,166
2020-04-09,217
2020-04-08,76
2020-04-07,95
2020-04-06,92
2020-04-05,64
2020-04-04,68
2020-04-03,120
2020-04-02,98
2020-04-01,91
2020-03-31,99
2020-03-30,151
2020-03-29,69
2020-03-28,116
2020-03-27,146
2020-03-26,119
2020-03-25,151
2020-03-24,149
2020-03-23,154
2020-03-22,116
2020-03-21,130
2020-03-20,171
2020-03-19,138
2020-03-18,191
2020-03-17,133
2020-03-16,239
2020-03-15,164
2020-03-14,164
2020-03-13,175
2020-03-12,162
2020-03-11,96
2020-03-10,92
2020-03-09,110
2020-03-08,94
2020-03-07,137
2020-03-06,90
2020-03-05,61
2020-03-04,64
2020-03-03,153
2020-03-02,98
2020-03-01,97
2020-02-29,127
2020-02-28,142
2020-02-27,83
2020-02-26,76
2020-02-25,87
2020-02-24,85
2020-02-23,34
2020-02-22,49
2020-02-21,87
2020-02-20,61
2020-02-19,60
2020-02-18,67
2020-02-17,42
2020-02-16,30
2020-02-15,48
2020-02-14,49
2020-02-13,65
2020-02-12,50
2020-02-11,76
2020-02-10,38
2020-02-09,31
2020-02-08,48
2020-02-07,49
2020-02-06,42
2020-02-05,40
2020-02-04,60
2020-02-03,43
2020-02-02,31
2020-02-01,60
2020-01-31,55
2020-01-30,37
2020-01-29,55
2020-01-28,42
2020-01-27,43
2020-01-26,28
2020-01-25,32
2020-01-24,43
2020-01-23,31
2020-01-22,38
2020-01-21,41
2020-01-20,28
2020-01-19,19
2020-01-18,34
2020-01-17,27
2020-01-16,41
2020-01-15,21
2020-01-14,32
2020-01-13,23
2020-01-12,15
2020-01-11,34
2020-01-10,23
2020-01-09,20
2020-01-08,29
2020-01-07,22
2020-01-06,17
2020-01-05,11
2020-01-04,8
2020-01-03,20
2020-01-02,28
2020-01-01,21
2019-12-31,72
2019-12-30,12
2019-12-29,22
2019-12-28,13
2019-12-27,9
2019-12-26,16
2019-12-25,6
2019-12-24,11
2019-12-23,8
2019-12-22,3
2019-12-21,10
2019-12-20,18
2019-12-19,27
2019-12-18,12
2019-12-17,18
2019-12-16,24
2019-12-15,6
2019-12-14,8
2019-12-13,19
2019-12-12,12
2019-12-11,17
2019-12-10,24
2019-12-09,12
2019-12-08,7
2019-12-07,33
2019-12-06,47
2019-12-05,25
2019-12-04,19
2019-12-03,20
2019-12-02,13
2019-12-01,10
2019-11-30,25
2019-11-29,19
2019-11-28,7
2019-11-27,24
2019-11-26,26
2019-11-25,12
2019-11-24,3
2019-11-23,26
2019-11-22,17
2019-11-21,19
2019-11-20,17
2019-11-19,16
2019-11-18,20
2019-11-17,11
2019-11-16,28
2019-11-15,31
2019-11-14,27
2019-11-13,17
2019-11-12,12
2019-11-11,22
2019-11-10,15
2019-11-09,34
2019-11-08,16
2019-11-07,23
2019-11-06,25
2019-11-05,40
2019-11-04,24
2019-11-03,9
2019-11-02,20
2019-11-01,18
2019-10-31,20
2019-10-30,17
2019-10-29,17
2019-10-28,7
2019-10-27,17
2019-10-26,23
2019-10-25,15
2019-10-24,19
2019-10-23,28
2019-10-22,15
2019-10-21,15
2019-10-20,7
2019-10-19,35
2019-10-18,17
2019-10-17,24
2019-10-16,21
2019-10-15,16
2019-10-14,12
2019-10-13,18
2019-10-12,17
2019-10-11,14
2019-10-10,19
2019-10-09,11
2019-10-08,36
2019-10-07,13
2019-10-06,6
2019-10-05,16
2019-10-04,13
2019-10-03,15
2019-10-02,22
2019-10-01,11
2019-09-30,13
2019-09-29,6
2019-09-28,11
2019-09-27,4
2019-09-26,21
2019-09-25,26
2019-09-24,13
2019-09-23,19
2019-09-22,8
2019-09-21,22
2019-09-20,23
2019-09-19,10
2019-09-18,20
2019-09-17,22
2019-09-16,15
2019-09-15,4
2019-09-14,23
2019-09-13,27
2019-09-12,14
2019-09-11,14
2019-09-10,27
2019-09-09,41
2019-09-08,4
2019-09-07,16
2019-09-06,22
2019-09-05,15
2019-09-04,16
2019-09-03,9
2019-09-02,11
2019-09-01,21
2019-08-31,19
2019-08-30,10
2019-08-29,20
2019-08-28,22
2019-08-27,14
2019-08-26,22
2019-08-25,22
2019-08-24,39
2019-08-23,41
2019-08-22,31
2019-08-21,18
2019-08-20,17
2019-08-19,21
2019-08-18,14
2019-08-17,37
2019-08-16,42
2019-08-15,63
2019-08-14,77
2019-08-13,20
2019-08-12,14
2019-08-11,13
2019-08-10,29
2019-08-09,25
2019-08-08,11
2019-08-07,14
2019-08-06,18
2019-08-05,10
2019-08-04,8
2019-08-03,25
2019-08-02,29
2019-08-01,24
2019-07-31,15
2019-07-30,17
2019-07-29,14
2019-07-28,5
2019-07-27,16
2019-07-26,13
2019-07-25,30
2019-07-24,20
2019-07-23,16
2019-07-22,7
2019-07-21,13
2019-07-20,35
2019-07-19,14
2019-07-18,14
2019-07-17,13
2019-07-16,19
2019-07-15,12
2019-07-14,6
2019-07-13,13
2019-07-12,13
2019-07-11,17
2019-07-10,23
2019-07-09,13
2019-07-08,17
2019-07-07,4
2019-07-06,14
2019-07-05,10
2019-07-04,1
2019-07-03,12
2019-07-02,7
2019-07-01,24
2019-06-30,21
2019-06-29,21
2019-06-28,3
2019-06-27,6
2019-06-26,3
2019-06-25,7
2019-06-24,13
2019-06-23,5
2019-06-22,13
2019-06-21,8
2019-06-20,18
2019-06-19,11
2019-06-18,14
2019-06-17,12
2019-06-16,6
2019-06-15,18
2019-06-14,24
2019-06-13,13
2019-06-12,18
2019-06-11,5
2019-06-10,10
2019-06-09,11
2019-06-08,43
2019-06-07,15
2019-06-06,9
2019-06-05,13
2019-06-04,8
2019-06-03,19
2019-06-02,9
2019-06-01,32
2019-05-31,30
2019-05-30,15
2019-05-29,19
2019-05-28,9
2019-05-27,14
2019-05-26,4
2019-05-25,12
2019-05-24,21
2019-05-23,16
2019-05-22,10
2019-05-21,14
2019-05-20,5
2019-05-19,6
2019-05-18,4
2019-05-17,15
2019-05-16,11
2019-05-15,23
2019-05-14,21
2019-05-13,6
2019-05-12,5
2019-05-11,15
2019-05-10,11
2019-05-09,10
2019-05-08,14
2019-05-07,15
2019-05-06,23
2019-05-05,8
2019-05-04,10
2019-05-03,8
2019-05-02,9
2019-05-01,6
2019-04-30,18
2019-04-29,13
2019-04-28,10
2019-04-27,9
2019-04-26,12
2019-04-25,16
2019-04-24,8
2019-04-23,15
2019-04-22,16
2019-04-21,2
2019-04-20,14
2019-04-19,4
2019-04-18,17
2019-04-17,17
2019-04-16,18
2019-04-15,21
2019-04-14,13
2019-04-13,16
2019-04-12,4
2019-04-11,16
2019-04-10,13
2019-04-09,7
2019-04-08,16
2019-04-07,4
2019-04-06,8
2019-04-05,4
2019-04-04,6
2019-04-03,10
2019-04-02,9
2019-04-01,13
2019-03-31,2
2019-03-30,23
2019-03-29,12
2019-03-28,4
2019-03-27,12
2019-03-26,13
2019-03-25,15
2019-03-24,11
2019-03-23,25
2019-03-22,12
2019-03-21,8
2019-03-20,2
2019-03-19,15
2019-03-18,13
2019-03-17,15
2019-03-16,21
2019-03-15,6
2019-03-14,11
2019-03-13,12
2019-03-12,4
2019-03-11,7
2019-03-10,13
2019-03-09,17
2019-03-08,14
2019-03-07,11
2019-03-06,12
2019-03-05,21
2019-03-04,20
2019-03-03,2
2019-03-02,11
2019-03-01,9
2019-02-28,9
2019-02-27,8
2019-02-26,7
2019-02-25,8
2019-02-24,3
2019-02-23,22
2019-02-22,9
2019-02-21,4
2019-02-20,11
2019-02-19,12
2019-02-18,15
2019-02-17,6
2019-02-16,2
2019-02-15,14
2019-02-14,24
2019-02-13,12
2019-02-12,9
2019-02-11,19
2019-02-10,4
2019-02-09,7
2019-02-08,10
2019-02-07,15
2019-02-06,18
2019-02-05,20
2019-02-04,16
2019-02-03,7
2019-02-02,8
2019-02-01,8
2019-01-31,20
2019-01-30,7
2019-01-29,9
2019-01-28,9
2019-01-27,17
2019-01-26,4
2019-01-25,8
2019-01-24,13
2019-01-23,7
2019-01-22,11
2019-01-21,6
2019-01-20,6
2019-01-19,15
2019-01-18,20
2019-01-17,11
2019-01-16,9
2019-01-15,13
2019-01-14,9
2019-01-13,8
2019-01-12,9
2019-01-11,9
2019-01-10,8
2019-01-09,9
2019-01-08,5
2019-01-06,9
2019-01-05,5
2019-01-04,9
2019-01-03,12
2019-01-02,45
2019-01-01,3
2018-12-31,10
2018-12-30,5
2018-12-29,10
2018-12-28,9
2018-12-27,9
2018-12-26,11
2018-12-25,6
2018-12-24,19
2018-12-23,9
2018-12-22,17
2018-12-21,8
2018-12-20,12
2018-12-19,11
2018-12-18,8
2018-12-17,22
2018-12-16,2
2018-12-15,1
2018-12-14,7
2018-12-13,9
2018-12-12,7
2018-12-11,9
2018-12-10,11
2018-12-09,10
2018-12-08,5
2018-12-07,15
2018-12-06,20
2018-12-05,7
2018-12-04,11
2018-12-03,6
2018-12-02,10
2018-12-01,22
2018-11-30,12
2018-11-29,8
2018-11-28,11
2018-11-27,16
2018-11-26,12
2018-11-25,4
2018-11-24,9
2018-11-23,7
2018-11-21,5
2018-11-20,9
2018-11-19,4
2018-11-18,8
2018-11-17,9
2018-11-16,11
2018-11-15,10
2018-11-14,9
2018-11-13,13
2018-11-12,12
2018-11-11,8
2018-11-10,4
2018-11-09,11
2018-11-08,5
2018-11-07,10
2018-11-06,3
2018-11-05,3
2018-11-04,4
2018-11-03,8
2018-11-02,10
2018-11-01,2
2018-10-31,9
2018-10-30,11
2018-10-29,15
2018-10-28,3
2018-10-27,13
2018-10-26,12
2018-10-25,16
2018-10-24,40
2018-10-23,16
2018-10-22,7
2018-10-21,10
2018-10-20,14
2018-10-19,13
2018-10-18,9
2018-10-17,21
2018-10-16,13
2018-10-15,26
2018-10-14,9
2018-10-13,7
2018-10-12,7
2018-10-11,33
2018-10-10,8
2018-10-09,10
2018-10-08,21
2018-10-07,1
2018-10-06,4
2018-10-05,13
2018-10-04,15
2018-10-03,21
2018-10-02,13
2018-10-01,8
2018-09-30,14
2018-09-29,7
2018-09-28,19
2018-09-27,26
2018-09-26,11
2018-09-25,16
2018-09-24,9
2018-09-23,2
2018-09-22,9
2018-09-21,26
2018-09-20,22
2018-09-19,5
2018-09-18,10
2018-09-17,14
2018-09-16,3
2018-09-15,14
2018-09-14,10
2018-09-13,14
2018-09-12,25
2018-09-11,12
2018-09-10,11
2018-09-09,11
2018-09-08,1
2018-09-07,20
2018-09-06,24
2018-09-05,16
2018-09-04,4
2018-09-03,9
2018-09-02,2
2018-09-01,5
2018-08-31,11
2018-08-30,16
2018-08-29,7
2018-08-28,8
2018-08-27,9
2018-08-26,10
2018-08-25,7
2018-08-24,4
2018-08-23,11
2018-08-22,14
2018-08-21,4
2018-08-20,16
2018-08-19,3
2018-08-18,10
2018-08-17,24
2018-08-16,13
2018-08-15,17
2018-08-14,18
2018-08-13,8
2018-08-11,9
2018-08-10,21
2018-08-09,14
2018-08-08,24
2018-08-07,18
2018-08-06,11
2018-08-05,4
2018-08-04,7
2018-08-03,10
2018-08-02,16
2018-08-01,11
2018-07-31,7
2018-07-30,26
2018-07-29,6
2018-07-28,4
2018-07-27,13
2018-07-26,19
2018-07-25,13
2018-07-24,9
2018-07-23,10
2018-07-22,16
2018-07-21,7
2018-07-20,19
2018-07-19,11
2018-07-18,3
2018-07-17,14
2018-07-16,2
2018-07-15,7
2018-07-14,3
2018-07-13,8
2018-07-12,6
2018-07-11,14
2018-07-10,24
2018-07-09,11
2018-07-08,1
2018-07-07,2
2018-07-06,8
2018-07-05,5
2018-07-04,4
2018-07-03,6
2018-07-02,9
2018-07-01,34
2018-06-30,5
2018-06-29,4
2018-06-28,16
2018-06-27,12
2018-06-26,12
2018-06-25,14
2018-06-24,11
2018-06-23,7
2018-06-22,9
2018-06-21,19
2018-06-20,18
2018-06-19,18
2018-06-18,13
2018-06-17,5
2018-06-16,1
2018-06-15,15
2018-06-14,15
2018-06-13,12
2018-06-12,7
2018-06-11,7
2018-06-10,10
2018-06-09,9
2018-06-08,10
2018-06-07,6
2018-06-06,7
2018-06-05,6
2018-06-04,11
2018-06-03,2
2018-06-02,1
2018-06-01,9
2018-05-31,10
2018-05-30,13
2018-05-29,10
2018-05-28,2
2018-05-27,6
2018-05-26,1
2018-05-25,11
2018-05-24,11
2018-05-23,9
2018-05-22,17
2018-05-21,9
2018-05-20,6
2018-05-19,2
2018-05-18,7
2018-05-17,6
2018-05-16,9
2018-05-15,9
2018-05-14,9
2018-05-13,10
2018-05-12,9
2018-05-11,6
2018-05-10,14
2018-05-09,3
2018-05-08,12
2018-05-07,14
2018-05-06,2
2018-05-05,3
2018-05-04,12
2018-05-03,10
2018-05-02,10
2018-05-01,5
2018-04-30,5
2018-04-29,3
2018-04-27,6
2018-04-26,4
2018-04-25,10
2018-04-24,8
2018-04-23,4
2018-04-22,5
2018-04-21,2
2018-04-20,4
2018-04-19,4
2018-04-18,3
2018-04-17,4
2018-04-16,4
2018-04-14,1
2018-04-13,6
2018-04-12,9
2018-04-11,4
2018-04-10,8
2018-04-09,6
2018-04-07,3
2018-04-06,9
2018-04-05,14
2018-04-04,9
2018-04-03,14
2018-04-02,7
2018-04-01,6
2018-03-30,3
2018-03-29,16
2018-03-28,7
2018-03-27,8
2018-03-26,3
2018-03-25,4
2018-03-24,29
2018-03-23,9
2018-03-22,10
2018-03-21,18
2018-03-20,3
2018-03-19,1
2018-03-18,1
2018-03-17,1
2018-03-16,8
2018-03-15,5
2018-03-14,2
2018-03-13,3
2018-03-12,2
2018-03-11,2
2018-03-10,4
2018-03-09,7
2018-03-08,13
2018-03-07,5
2018-03-06,7
2018-03-05,8
2018-03-04,6
2018-03-03,2
2018-03-02,14
2018-03-01,6
2018-02-28,2
2018-02-27,7
2018-02-26,5
2018-02-25,1
2018-02-24,2
2018-02-23,3
2018-02-22,4
2018-02-21,3
2018-02-20,2
2018-02-19,3
2018-02-18,6
2018-02-17,2
2018-02-16,8
2018-02-15,11
2018-02-14,3
2018-02-13,11
2018-02-12,2
2018-02-11,6
2018-02-10,5
2018-02-09,15
2018-02-08,15
2018-02-07,4
2018-02-06,20
2018-02-05,17
2018-02-04,8
2018-02-03,13
2018-02-02,7
2018-02-01,11
2018-01-31,15
2018-01-30,4
2018-01-29,6
2018-01-28,4
2018-01-27,9
2018-01-26,3
2018-01-25,4
2018-01-24,8
2018-01-23,5
2018-01-22,10
2018-01-21,2
2018-01-20,1
2018-01-19,3
2018-01-17,1
2018-01-16,2
2018-01-15,1
2018-01-14,6
2018-01-13,2
2018-01-12,7
2018-01-11,3
2018-01-10,5
2018-01-09,3
2018-01-08,4
2018-01-07,2
2018-01-06,6
2018-01-05,7
2018-01-04,5
2018-01-03,4
2018-01-02,4
2017-12-31,1
2017-12-30,2
2017-12-29,1
2017-12-28,4
2017-12-27,2
2017-12-26,3
2017-12-25,2
2017-12-24,3
2017-12-23,1
2017-12-22,2
2017-12-21,10
2017-12-20,1
2017-12-19,3
2017-12-16,2
2017-12-14,1
2017-12-13,3
2017-12-12,10
2017-12-10,7
2017-12-09,2
2017-12-08,4
2017-12-07,5
2017-12-06,6
2017-12-05,4
2017-12-04,3
2017-12-03,4
2017-12-02,2
2017-12-01,1
2017-11-30,1
2017-11-29,2
2017-11-27,1
2017-11-26,2
2017-11-25,1
2017-11-24,3
2017-11-23,6
2017-11-22,9
2017-11-21,1
2017-11-20,6
2017-11-18,2
2017-11-17,7
2017-11-16,3
2017-11-15,6
2017-11-14,8
2017-11-13,2
2017-11-12,1
2017-11-09,8
2017-11-08,3
2017-11-07,4
2017-11-06,3
2017-11-05,2
2017-11-04,1
2017-11-03,10
2017-11-02,9
2017-11-01,5
2017-10-31,5
2017-10-30,3
2017-10-29,3
2017-10-28,2
2017-10-27,6
2017-10-26,5
2017-10-25,7
2017-10-24,4
2017-10-23,5
2017-10-22,1
2017-10-21,3
2017-10-20,2
2017-10-19,3
2017-10-17,4
2017-10-16,32
2017-10-15,2
2017-10-13,4
2017-10-12,5
2017-10-11,3
2017-10-10,6
2017-10-09,8
2017-10-08,1
2017-10-06,31
2017-10-05,5
2017-10-04,5
2017-10-03,2
2017-10-02,6
2017-10-01,1
2017-09-30,3
2017-09-29,4
2017-09-28,18
2017-09-27,24
2017-09-26,6
2017-09-25,2
2017-09-24,7
2017-09-23,1
2017-09-22,4
2017-09-21,5
2017-09-20,6
2017-09-19,5
2017-09-18,3
2017-09-17,2
2017-09-15,9
2017-09-14,21
2017-09-13,11
2017-09-12,2
2017-09-11,2
2017-09-10,1
2017-09-09,3
2017-09-08,1
2017-09-07,1
2017-09-06,6
2017-09-05,5
2017-09-04,1
2017-09-03,2
2017-09-02,1
2017-09-01,4
2017-08-31,2
2017-08-30,3
2017-08-29,1
2017-08-28,3
2017-08-27,1
2017-08-26,1
2017-08-25,3
2017-08-24,11
2017-08-23,1
2017-08-22,4
2017-08-21,1
2017-08-20,2
2017-08-19,1
2017-08-18,3
2017-08-17,4
2017-08-16,4
2017-08-15,2
2017-08-14,6
2017-08-11,13
2017-08-10,3
2017-08-09,6
2017-08-08,2
2017-08-07,3
2017-08-06,1
2017-08-05,3
2017-08-04,5
2017-08-03,5
2017-08-02,7
2017-08-01,4
2017-07-31,4
2017-07-30,1
2017-07-28,5
2017-07-27,8
2017-07-26,10
2017-07-25,8
2017-07-24,5
2017-07-23,1
2017-07-21,6
2017-07-20,5
2017-07-18,6
2017-07-17,6
2017-07-16,5
2017-07-14,10
2017-07-13,16
2017-07-12,6
2017-07-11,4
2017-07-10,8
2017-07-09,2
2017-07-08,4
2017-07-07,5
2017-07-06,3
2017-07-05,5
2017-07-04,1
2017-07-03,1
2017-07-02,1
2017-07-01,10
2017-06-30,4
2017-06-29,8
2017-06-28,6
2017-06-27,2
2017-06-26,7
2017-06-25,3
2017-06-24,15
2017-06-23,6
2017-06-22,7
2017-06-21,5
2017-06-20,4
2017-06-19,4
2017-06-18,1
2017-06-17,3
2017-06-16,4
2017-06-15,5
2017-06-14,8
2017-06-13,7
2017-06-12,2
2017-06-11,1
2017-06-10,1
2017-06-09,9
2017-06-08,5
2017-06-07,2
2017-06-06,23
2017-06-05,3
2017-06-02,3
2017-06-01,3
2017-05-31,5
2017-05-29,1
2017-05-28,1
2017-05-27,1
2017-05-26,3
2017-05-25,2
2017-05-24,3
2017-05-23,8
2017-05-22,4
2017-05-21,4
2017-05-20,3
2017-05-19,29
2017-05-18,7
2017-05-17,4
2017-05-16,5
2017-05-15,1
2017-05-14,3
2017-05-12,4
2017-05-11,6
2017-05-10,5
2017-05-09,8
2017-05-08,9
2017-05-07,1
2017-05-06,1
2017-05-05,2
2017-05-04,2
2017-05-03,22
2017-05-02,5
2017-05-01,4
2017-04-30,2
2017-04-28,4
2017-04-27,6
2017-04-26,8
2017-04-25,13
2017-04-24,3
2017-04-23,3
2017-04-22,4
2017-04-21,1
2017-04-20,5
2017-04-19,3
2017-04-18,3
2017-04-17,4
2017-04-16,1
2017-04-15,1
2017-04-14,2
2017-04-13,3
2017-04-12,12
2017-04-11,5
2017-04-10,3
2017-04-09,3
2017-04-08,7
2017-04-07,6
2017-04-06,12
2017-04-05,6
2017-04-04,5
2017-04-03,5
2017-04-02,1
2017-03-30,21
2017-03-29,2
2017-03-28,16
2017-03-27,3
2017-03-26,3
2017-03-25,8
2017-03-24,2
2017-03-23,5
2017-03-22,6
2017-03-21,41
2017-03-20,15
2017-03-19,1
2017-03-18,3
2017-03-17,3
2017-03-16,10
2017-03-15,21
2017-03-14,6
2017-03-13,17
2017-03-12,7
2017-03-11,14
2017-03-10,5
2017-03-09,7
2017-03-08,6
2017-03-07,20
2017-03-06,1
2017-03-05,3
2017-03-04,1
2017-03-03,9
2017-03-02,13
2017-03-01,19
2017-02-28,9
2017-02-27,12
2017-02-26,1
2017-02-25,1
2017-02-24,9
2017-02-23,16
2017-02-22,3
2017-02-21,17
2017-02-20,2
2017-02-19,3
2017-02-18,16
2017-02-17,5
2017-02-16,5
2017-02-15,3
2017-02-14,8
2017-02-13,13
2017-02-12,1
2017-02-11,4
2017-02-10,2
2017-02-09,5
2017-02-08,9
2017-02-07,10
2017-02-06,5
2017-02-05,5
2017-02-04,6
2017-02-03,5
2017-02-02,8
2017-02-01,5
2017-01-31,10
2017-01-30,5
2017-01-29,3
2017-01-28,5
2017-01-27,32
2017-01-26,9
2017-01-25,11
2017-01-24,1
2017-01-23,2
2017-01-22,3
2017-01-21,1
2017-01-20,3
2017-01-19,42
2017-01-18,11
2017-01-17,13
2017-01-16,6
2017-01-13,22
2017-01-12,8
2017-01-11,14
2017-01-10,10
2017-01-09,18
2017-01-08,8
2017-01-06,9
2017-01-05,3
2017-01-04,2
2017-01-02,2
2017-01-01,1
2016-12-31,3
2016-12-30,3
2016-12-29,1
2016-12-28,2
2016-12-27,4
2016-12-24,1
2016-12-23,7
2016-12-22,9
2016-12-21,10
2016-12-20,1
2016-12-19,1
2016-12-18,4
2016-12-17,2
2016-12-16,12
2016-12-06,6
2016-12-05,1
2016-12-04,7
2016-12-03,2
2016-12-02,1
2016-12-01,13
2016-11-30,1
2016-11-29,10
2016-11-28,4
2016-11-26,1
2016-11-25,5
2016-11-24,6
2016-11-23,8
