word,cnt_word
impose,1
imposing,2
imprecise,1
impressive,2
impromptu,1
improve,15
improved,24
improvement,7
improvements,13
improves,2
improving,11
improvised,1
inadequate,2
inappropriately,1
inaugural,1
incapable,1
incentive,1
incentives,8
include,8
included,8
includes,6
including,56
inclusion,2
income,42
incomes,5
incoming,20
incomparably,1
incomplete,2
inconsistency,1
incorporate,3
incorporation,1
increase,30
increased,21
increases,22
increasing,5
increasingly,11
incredibly,3
incurred,2
indebted,1
indefinitely,2
independence,16
independent,4
index,7
indexes,1
indicated,1
indicates,5
indication,1
indicative,1
indicator,1
indicators,8
indirect,3
individual,21
individuals,10
industrial,1
industry,19
inequalities,1
inequality,3
inevitable,1
inevitably,1
infections,1
inference,1
inferences,1
inflation,329
inflationary,1
inflicted,2
influence,5
influenced,5
influencing,1
influx,1
inform,5
information,43
informational,1
informative,2
informed,4
infrastructure,10
infrastructures,6
infusion,1
ingenuity,1
ingredient,1
inherent,1
inherently,1
initial,7
initially,2
initiative,6
initiatives,9
injustice,1
innovate,1
innovation,21
innovations,6
innovative,13
innovators,1
input,4
inputs,3
inscribed,1
insensitive,2
insensitivity,1
inside,2
insider,1
insight,5
insights,5
insist,1
insofar,1
insolvencies,1
insolvent,1
inspire,1
inspired,1
instability,1
instance,2
instant,1
instantly,1
instead,12
institute,5
instituting,1
institution,12
institutional,5
institutionalized,2
institutions,51
insufficient,4
insufficiently,1
insulate,1
insulated,2
insulating,1
insulation,1
insurance,8
insured,1
intangibles,1
integral,1
integrate,2
integrated,2
integrating,1
integration,2
integrity,2
intellect,1
intend,2
intended,4
intends,2
intense,3
intensive,1
intensively,2
intent,1
intention,2
intentions,2
interact,2
interactions,3
interagency,5
interconnected,1
interconnectedness,1
interconnections,1
interdependence,1
interdependencies,2
interdependent,1
interested,2
interesting,5
interests,7
intergenerational,2
intermediaries,5
intermediation,1
internal,5
internalized,1
international,36
internationally,1
internet,4
interoperability,1
interplay,2
interpret,3
interpretation,1
interruptions,1
intertwined,1
intervals,1
intervention,4
interventions,2
interviews,1
intraday,1
introduce,1
introduced,1
introduces,1
introduction,4
invaluable,1
invasive,1
inventories,1
invest,4
investigating,1
investing,2
investment,43
investments,2
investor,2
investors,20
invests,1
invitation,2
invited,2
inviting,8
involve,8
involved,9
involves,1
involving,3
iosco,3
ip,1
isda,2
island,1
isn,1
isolated,1
isolation,1
issuance,4
issue,6
issued,5
issuer,1
issues,56
issuing,2
italian,1
items,1
itta,2
jae,1
jams,1
jan,1
jane,1
janet,2
january,11
japan,3
japanese,1
jeffrey,1
jeopardize,1
jimmy,1
jinill,1
job,70
jobs,36
john,13
johnson,1
join,5
joined,3
joining,2
joint,1
jointly,1
jon,9
jonathan,3
jordà,1
jorgenson,1
joshua,1
journal,35
journalists,1
jpmc,5
juan,1
judge,5
judged,4
judgement,1
judges,1
judging,2
judgment,4
judgments,6
julio,1
july,8
juncture,2
june,13
juneteenth,1
jurisdictions,5
just,38
justice,1
justify,2
kamalesh,1
kansas,3
karen,1
katherine,1
kathryn,2
kaufmann,1
keel,1
keenly,2
keeping,5
kenneth,2
kept,3
kevin,1
key,28
keynote,2
keys,2
kick,1
kiley,1
kim,2
kind,10
kinds,3
king,1
kingdom,5
kline,1
knew,2
know,32
knowledge,7
known,12
koepke,1
kong,1
korea,1
korean,1
kued,1
kurt,1
kydland,1
la,1
label,1
labonte,1
labor,115
lack,4
ladder,1
laeven,1
lag,3
laggard,1
lags,2
laid,1
lake,1
lampkin,1
land,2
landmark,1
landscape,4
language,5
lapse,1
large,37
largely,7
larger,13
largest,24
lars,1
lasting,4
lastra,2
late,14
lately,1
later,13
latest,2
latin,1
laubach,3
launch,1
launched,4
launching,1
laundering,2
laura,1
law,9
lawrence,1
laws,6
lay,5
layers,1
laying,2
layoff,1
layoffs,4
lays,1
lead,19
leader,3
leaders,7
leadership,7
leading,4
leaning,1
learn,4
learned,7
learning,1
leave,8
leaves,5
leaving,6
led,21
ledger,4
ledgers,1
left,11
legacy,2
legal,10
legions,1
legislation,1
legislative,1
legitimacy,4
lehman,1
leisure,1
lender,1
lenders,7
lending,19
lends,1
lengths,2
lengthy,2
lent,1
lessened,1
lessens,1
lessons,20
let,24
level,58
levels,45
leverage,19
leveraged,7
levin,1
liabilities,8
liability,1
liaisons,1
liang,1
libor,51
lies,1
lieu,1
life,9
lifetime,1
lift,1
lifting,1
light,10
lighten,1
lightly,1
like,55
likelihood,3
likely,61
likewise,1
limbo,1
limit,8
limitations,1
limited,8
limiting,1
limits,2
lincoln,1
line,9
lines,7
link,1
linked,1
links,3
lions,1
liquid,7
liquidate,1
liquidating,1
liquidation,1
liquidity,58
list,1
listed,1
listen,4
listened,1
listening,3
listens,18
lists,1
literacy,1
literature,2
little,9
live,11
livelihoods,3
lives,16
living,13
ll,5
lo,2
loads,2
loan,12
loans,8
local,28
located,2
location,4
locations,1
log,1
logins,1
londono,1
long,95
longer,69
longest,8
longtime,1
look,40
looked,3
looking,18
looks,2
loomed,1
looms,1
loop,1
loosen,1
lordstown,1
los,2
lose,4
losing,1
loss,11
losses,12
lost,9
lot,6
loud,3
louis,2
loved,1
lovely,1
low,134
lower,74
lowered,3
lowering,2
lowest,5
lows,9
luc,1
luck,1
lukasz,1
lunsford,1
luxury,1
lyft,1
lópez,2
mac,2
machinery,1
macmillan,1
macroeconomic,21
macroeconomics,4
macroprudential,1
mae,2
magnificent,1
mahogany,1
main,13
mainly,14
maintain,8
maintained,2
maintaining,4
maintains,1
major,16
majority,2
make,62
makes,3
makeup,2
making,16
male,1
malia,1
manage,9
manageable,1
managed,1
management,37
managers,2
managing,11
mandate,30
mandated,2
mandates,3
mandating,1
manduca,1
manifestation,1
manifestly,1
manipulate,2
manipulation,3
manner,6
manufacturing,10
marble,1
marc,1
marcel,3
march,20
marco,2
margin,9
marginal,1
margined,1
margins,1
maria,1
marianne,2
marie,1
marked,2
markedly,1
market,225
marketable,1
marketplace,1
markets,86
marks,2
marriner,11
marry,1
marvin,1
mary,2
mask,2
masks,2
mass,5
massive,2
match,1
matching,1
material,3
materializing,1
materially,4
mathieu,1
matter,3
matters,7
matured,1
maturity,4
maximilian,1
maximizes,1
maximum,40
mbs,5
mdi,5
mdis,8
meal,1
mean,11
meaning,3
meaningful,4
meaningfully,2
means,15
meant,2
meantime,2
measurable,1
measure,12
measured,8
measurement,4
measures,46
measuring,4
meat,1
mechanics,1
mechanism,2
media,1
median,6
medical,4
medium,3
meet,33
meeting,37
meetings,16
meets,3
mellon,2
member,10
members,31
membership,1
memorial,1
memories,2
memory,1
men,4
mention,3
mentioned,9
menu,2
merely,1
merged,1
mergers,1
mericle,1
message,1
messages,1
messier,1
messy,1
mester,1
met,3
metaphor,1
method,2
methodology,1
methods,3
mian,1
michael,6
mid,12
middle,11
midsize,1
midst,2
military,1
millennium,1
million,16
millions,2
milton,1
min,1
mind,10
mindful,3
minds,3
minimize,4
minimizing,1
minor,2
minorities,3
minority,5
minutes,8
miracle,3
misconduct,1
mishkin,2
misses,2
mission,10
mississippi,4
missouri,1
mistaken,1
mistakes,2
mitigate,3
mitigating,2
mix,2
mixed,6
mixture,1
mobile,4
mobility,4
mobilize,1
model,10
modeled,1
models,5
moderate,25
moderated,3
moderately,4
moderating,1
moderation,2
modern,7
modernization,1
modest,1
modestly,1
moment,6
momentum,6
monetary,216
money,32
monitor,10
monitoring,22
month,15
monthly,4
months,14
monumental,1
moreno,1
morgan,1
moritz,2
morning,10
mortgage,21
mortgages,6
mortgaging,1
motivate,1
motivating,1
motivations,1
mount,1
mountain,1
mounting,1
moved,22
movement,2
movements,2
moves,7
moving,27
multilateral,1
multiple,8
mun,1
musical,2
mute,1
muted,7
mutual,3
mutualization,1
mutualized,1
mutually,2
mvsu,8
myriad,3
nabe,2
named,1
narang,1
narrative,1
narrow,2
narrowed,1
narrower,1
nascent,1
nathaniel,2
nation,15
national,20
nations,2
nationwide,1
natural,29
naturally,1
nature,9
nautical,1
navigate,2
navigating,3
navigational,1
nber,7
ncrc,4
near,63
nearby,1
nearer,1
nearly,11
necessarily,3
necessary,14
necessity,1
need,78
needed,21
needing,1
needless,1
needlessly,3
needs,17
negative,4
negatively,1
negotiate,1
negotiation,2
negotiations,2
neighborhood,2
neighborhoods,3
neighbors,3
nellie,1
nephew,1
nessén,2
net,3
netting,3
network,4
networking,1
networks,4
neural,1
neutral,21
new,144
newly,1
news,8
nice,1
night,2
ninety,1
nobuaki,1
noisy,1
nominal,4
nominated,1
non,5
nonacademic,1
nonbank,1
nonetheless,6
nonfinancial,2
nonmonetary,3
nonpayment,1
nonprofit,3
norm,1
normal,29
normalization,25
normalize,2
normalized,3
normalizes,1
normalizing,4
normally,1
norms,1
north,2
northampton,1
notable,5
notably,4
note,10
noted,4
notes,3
notice,2
notional,1
novel,3
november,8
novo,1
nuanced,2
nudging,1
number,32
numbers,4
numerical,4
numerous,1
objective,53
objectives,20
obligation,10
obligations,11
obscured,1
observation,3
observations,2
observe,2
observed,4
observer,1
observers,5
obsolete,1
obtain,2
obvious,2
obviously,2
occasion,3
occasional,1
occasionally,2
occupation,1
occur,7
occurred,2
occurring,1
october,13
odd,2
offer,12
offered,4
offering,3
offerings,1
offers,1
office,7
officer,1
offices,1
official,7
officials,4
offs,2
offset,6
offsetting,1
oil,18
ois,1
okun,2
old,8
older,1
olivier,1
omits,1
ones,3
ongoing,29
online,5
onset,1
opaque,1
opaquely,1
open,35
opened,3
opening,1
openings,1
operate,4
operated,1
operates,1
operating,8
operation,1
operational,2
operations,10
operator,1
opinion,1
opinions,1
opportunities,21
opportunity,24
opposing,3
optimal,2
optimism,1
optimistic,1
optimists,1
optimum,1
option,1
options,3
oranges,1
order,13
orderly,2
org,1
organic,1
organization,4
organizational,1
organizations,18
organize,1
organized,3
organizers,2
organizing,2
orientation,1
original,1
originated,1
orphanides,2
ought,1
outbreaks,1
outcome,5
outcomes,12
outdated,2
outflows,1
outgrow,1
outlaw,1
outline,1
outlined,2
outlook,73
output,30
outreach,5
outright,1
outrun,1
outset,2
outside,16
outsize,1
outsized,4
outstanding,1
overall,29
overarching,2
overborrowed,1
overcome,2
overconfidence,1
overdoing,1
overdramatize,1
overheating,6
overly,2
overnight,3
overreact,1
oversee,2
overseeing,2
overshooting,1
oversight,13
overstate,2
overwhelming,2
overwhelmingly,1
owed,2
owing,3
owner,1
owners,1
ownership,1
oxford,1
pace,33
paced,1
package,1
packaged,1
page,1
pages,1
paid,7
pain,2
painful,6
painfully,1
pairing,1
pandemic,16
pandl,1
panel,6
panels,8
panic,1
panizza,1
paper,17
papers,5
paperwork,1
paradigm,2
paradox,1
paragraphs,1
parallels,1
parameters,1
paramount,1
paraphrase,1
parent,1
parents,1
paris,1
parker,2
parsimoniously,1
participant,3
participants,55
participate,3
participating,7
participation,22
particular,30
particularly,33
parties,2
partisan,1
partly,5
partnering,2
partners,5
partnership,3
partnerships,2
parts,8
party,2
pashtan,1
pass,3
passage,3
passed,8
passing,2
passwords,1
past,57
patch,1
path,46
paths,1
patience,3
patient,8
patrick,1
pattern,3
patterns,3
paul,1
pause,3
pay,6
paycheck,1
paying,3
payment,41
payments,87
payroll,2
payrolls,2
pce,4
pdf,1
peak,7
peaks,1
pedemonte,1
peg,2
penciled,1
pending,2
people,66
peoples,1
perceive,1
perceived,1
percent,204
percentage,13
perceptions,1
perfect,3
perform,8
performance,11
performed,4
performing,6
performs,1
period,33
periodic,3
periods,10
permanent,4
permanently,1
permission,1
permit,1
persian,1
persist,4
persisted,2
persistence,1
persistent,6
persistently,5
persists,2
person,4
personal,7
perspective,13
perspectives,18
persuaded,1
pervasive,1
perverse,1
pessimists,1
peter,2
peterson,2
pfmi,8
phase,2
phases,1
phelps,1
phenomenon,3
phillips,12
phone,2
phrase,1
physical,1
pick,2
picked,1
pickup,1
picture,17
pictures,1
pieces,1
pilar,1
pillars,1
pin,1
pinned,1
pivotal,1
place,20
placed,1
places,4
plan,18
planned,1
planning,12
plans,22
plaque,1
platform,4
platforms,1
plausible,3
play,10
played,3
players,2
playing,5
plays,6
pleased,4
pleasure,9
plentiful,3
plenty,1
plot,12
plummeting,1
plunged,1
pockets,1
point,23
pointed,1
pointing,1
points,12
policies,49
policy,350
policymaker,1
policymakers,25
policymaking,11
polished,1
political,12
politics,2
pools,1
poor,2
pop,1
population,16
populism,1
portfolio,4
portfolios,3
portion,3
portrait,1
pose,15
posed,3
posen,1
poses,3
posing,1
position,7
positioned,4
positions,4
positive,4
possibility,7
possible,29
post,20
posting,1
postmeeting,3
postwar,1
potatoes,1
potential,46
potentially,4
pound,1
poverty,6
powell,1
power,7
powerful,4
powers,15
pp,61
practical,5
practice,11
practices,21
practitioners,1
pre,22
prearranged,1
precautionary,1
preceded,2
precedent,2
precedents,1
precious,2
precipitating,1
precise,3
predecessor,1
predecessors,2
predict,6
predictability,2
predictable,3
predictably,2
predicted,2
predicting,3
predictions,1
predictor,1
preemptively,1
preface,1
preference,1
preferred,1
preliminary,1
prema,1
premature,1
premiere,1
premiums,1
prepaid,2
prepare,3
prepared,4
prepares,1
preparing,1
preschool,1
prescott,1
prescriptive,1
presence,2
present,19
presentations,1
presented,9
presenting,2
presents,8
preserve,2
preserves,2
preserving,5
preset,4
president,2
presidents,5
press,12
pressure,11
pressures,21
presume,1
prevail,1
prevailed,1
prevalence,1
prevent,6
preventative,1
preventing,1
prevention,1
preview,4
previewed,1
previous,5
previously,4
price,46
priced,1
priceless,1
prices,38
primarily,4
primary,7
prime,8
princeton,7
principal,5
principally,2
principle,6
principles,10
print,1
prior,5
priority,2
privacy,6
private,31
privilege,1
proactively,1
probability,1
probably,4
probing,1
problem,8
problems,10
procedures,1
proceeded,1
proceeding,1
proceedings,3
proceeds,2
process,33
processes,10
processing,2
produce,6
produced,2
product,9
production,6
productive,10
productivity,69
products,16
profession,3
professional,1
professionals,1
profile,1
profit,3
profitability,1
profitable,2
profitably,1
profits,1
profound,3
program,10
programs,9
progress,32
progressed,3
progressively,1
projected,2
projection,3
projections,11
projects,1
proliferation,2
prolong,1
prolonged,3
prominence,1
prominent,5
promise,1
promising,4
promote,23
promoted,2
promoters,1
promotes,3
promoting,10
promotion,1
prompt,2
prompted,1
promptly,1
pronounced,3
proof,1
proofs,1
propagate,1
propel,1
proper,1
properly,3
properties,2
property,2
proportional,1
proposal,5
proposals,13
proposed,5
pros,1
prosecuting,1
prospect,1
prospective,1
prospects,14
prosper,2
prosperity,8
prosperous,1
protect,5
protected,1
protection,3
protectionism,1
protections,3
protects,1
protocols,1
proud,1
prove,6
proved,3
proven,3
proves,1
provide,31
provided,14
provider,3
providers,7
provides,12
providing,13
province,3
proving,1
provision,1
provisions,2
provocatively,1
proximate,1
proximity,3
prudent,2
prudential,4
prudently,2
public,107
publication,4
publicly,6
publish,5
published,5
publishing,4
pull,5
pullback,1
pulled,1
pulling,1
purchase,2
purchased,2
purchases,5
purpose,5
purposes,3
pursue,5
pursued,2
pursuing,6
pursuit,5
push,7
pushed,1
pushing,3
puts,1
putting,3
q4,3
qe,1
qualified,1
qualify,1
qualifying,1
qualitative,1
qualitatively,1
quality,10
quantitative,4
quantities,2
quantity,2
quarter,13
quarterly,6
quarters,5
quasi,1
question,34
questioned,1
questions,30
quick,1
quickly,15
quite,15
quitman,1
quitting,1
quo,3
quotes,1
race,3
rachel,1
racial,2
radar,1
raged,1
rails,1
rainbolt,1
raise,14
raised,12
raises,5
raising,16
raj,2
rally,1
ramon,1
ramp,1
ran,1
randy,2
range,62
ranges,3
ranging,3
ranks,1
rao,1
rapid,11
rapidly,10
rare,4
rarely,1
rate,174
rated,1
rates,117
rating,1
ratio,8
ratios,2
ravaged,1
ravages,1
reach,3
reached,11
reaching,6
react,2
reacted,2
reaction,2
reactions,1
read,2
readers,3
readings,4
ready,2
reaffirmed,2
real,41
realistic,2
realities,3
reality,3
realized,4
realizing,1
really,2
reams,1
reason,17
reasonable,4
reasonably,11
reasons,6
reassess,1
reassessing,2
reassessment,2
rebalancing,2
rebirth,1
rebound,3
rebounding,1
rebuild,1
rebuilding,1
recalibation,1
recall,1
receive,5
received,3
receiving,1
recent,68
recently,17
recession,24
recessionary,2
recessions,5
recipient,3
recipients,2
reckoning,1
recognition,1
recognize,14
recognized,4
recognizes,3
recommendations,7
recommended,1
reconciliation,1
reconsider,1
reconsidered,1
record,7
recorded,1
records,5
recover,1
recovered,5
recoveries,5
recovering,2
recovery,48
red,3
redesign,1
redrawing,1
reduce,21
reduced,7
reduces,3
reducing,13
reduction,4
reductions,1
reed,1
reemerged,1
refer,2
reference,10
references,6
referencesbrynjolfsson,1
referendum,4
referred,2
referring,1
refers,1
refine,1
refined,1
refining,1
reflect,13
reflected,2
reflecting,2
reflection,1
reflects,8
reform,21
reforming,1
reforms,21
refugee,1
regained,1
regard,4
regarding,13
regardless,1
regime,3
region,9
regional,6
regions,2
register,1
regression,1
regret,1
regrettable,1
regular,4
regularly,7
regulate,1
regulated,4
regulates,2
regulating,1
regulation,29
regulations,16
regulator,2
regulators,19
regulatory,35
rehabilitation,1
reichgott,1
reifschneider,4
reigning,1
reinforce,3
reinforcing,1
reinvents,1
reinvestment,5
rejoin,1
relate,1
related,14
relating,1
relations,2
relationship,11
relationships,1
relative,10
relatively,11
relax,1
relaxing,1
released,2
relevance,3
relevant,6
reliability,1
reliable,6
reliably,1
reliance,3
reliant,1
relied,2
relief,7
rely,9
relying,1
remain,50
remained,9
remaining,12
remains,15
remarkable,2
remarkably,1
remarks,12
remember,2
remembering,3
remind,1
reminded,1
reminder,1
remiss,1
remit,2
remote,1
remove,1
removing,5
render,1
renewed,4
rents,1
reopen,1
reopening,1
reorganized,1
repaid,1
repay,1
repeatedly,2
repeating,1
replicate,1
repo,5
report,20
reported,3
reporting,3
reports,9
represent,8
representation,2
representatives,12
represented,2
representing,2
represents,7
repurchase,6
repurpose,1
reputation,1
request,1
requests,1
require,13
required,11
requirement,3
requirements,14
requires,10
requiring,1
rerun,1
rescues,1
research,43
researchers,5
reservations,1
reserve,170
reserved,1
reserves,9
residential,1
residents,2
resilience,8
resiliency,4
resilient,8
resist,1
resistant,1
resolutely,1
resolution,13
resolvability,1
resolvable,2
resolve,3
resolved,1
resorted,1
resource,3
resources,21
respectable,1
respected,1
respective,1
respects,1
respond,12
responded,1
responders,1
responding,3
response,25
responses,4
responsibilities,14
responsibility,9
responsible,4
responsive,3
rest,4
rested,1
resting,1
restore,3
restructure,1
restructuring,1
rests,1
result,22
resulted,2
resulting,5
results,7
resume,1
resumed,1
resumption,1
resurgence,1
retail,12
retained,1
retains,1
rethinking,4
retire,1
retirees,1
retirement,4
retrospect,1
retrospective,1
return,27
returned,2
returning,7
returns,4
reuters,1
reuven,1
reveal,1
revealed,3
revealing,1
revenge,1
revenue,2
reversal,1
reverse,6
revert,1
review,70
reviewing,3
reviews,5
revise,1
revised,3
revision,8
revisions,6
revisited,2
revitalize,1
revival,1
revolution,2
rhode,1
richer,1
ride,1
right,16
rightfully,1
rights,2
rigorous,4
rigorously,1
riksbank,2
rise,25
risen,3
rises,2
rising,24
risk,134
riskier,2
riskiest,1
risking,3
risks,136
risky,7
road,4
roadmap,2
robert,8
robin,2
robust,21
rochester,1
rock,1
rockoff,1
roiled,1
roland,1
role,42
roles,4
rolf,1
romer,3
room,12
roosevelt,2
rosa,2
rose,2
rotemberg,1
rough,1
roughly,18
round,1
rounds,1
roundtable,2
routine,2
routinely,2
rue,1
rule,5
rulebook,1
rulemaking,1
rules,12
run,59
runaway,1
runnable,2
running,19
runoff,2
runs,5
rural,20
russia,2
russian,1
s1,1
s59,2
s75,1
sa,2
sachs,1
sacrifices,1
sacrificing,1
saez,1
safe,18
safeguard,3
safeguards,1
safely,8
safer,6
safety,20
said,15
sake,1
sakes,1
sale,2
salido,2
salience,1
salient,1
salomon,1
salt,1
sample,1
samples,1
samuel,1
san,1
sandie,4
sanitation,1
sapriza,1
sat,2
satisfied,1
satisfy,1
save,2
savers,1
saving,6
savings,3
saw,9
say,26
saying,6
says,2
scalability,1
scale,9
scaling,1
scan,1
scandal,1
scandinavian,1
scarcer,1
scenario,1
scenarios,4
scenes,1
scholarly,1
scholars,2
scholarship,1
school,6
schools,5
schularick,2
science,2
sciences,1
scope,10
scott,1
scrape,1
screen,2
scrutiny,5
seamlessly,3
search,2
searching,1
seat,1
seats,1
sec,3
second,39
secondary,2
secrecy,1
secretary,3
section,1
sector,45
sectors,11
secular,2
secure,15
secured,1
securities,37
securitization,9
securitizations,1
security,23
seeds,1
seeing,1
seek,16
seeking,7
seeks,3
seen,24
sees,2
segment,1
segments,3
seizing,2
seldom,1
select,1
selected,1
self,2
sell,2
semi,1
semiannual,1
senate,1
senator,1
send,2
sending,1
sends,1
senior,4
sense,7
sensitive,4
sensitivity,2
sent,1
sentiment,6
sep,7
separated,1
seps,1
september,13
series,9
seriously,11
serve,22
served,11
serves,3
service,15
services,33
serving,3
seskin,1
session,3
sessions,5
set,24
sets,4
setting,13
settings,2
settled,4
settlement,12
settling,1
seven,5
seventy,1
severe,17
severely,3
severity,2
shaded,1
shaghil,3
shane,1
shaped,4
shapes,1
shaping,3
share,19
shared,9
shareholders,1
shares,2
sharing,4
sharp,5
sharper,1
sharpest,1
sharply,5
shed,2
sheet,29
sheets,5
shelter,1
shepherd,1
sherlund,1
shift,6
shifted,3
shifting,3
shifts,4
shin,1
shined,1
shipping,1
shoals,1
shock,3
shocks,8
shores,1
short,26
shortcomings,2
shortening,3
shorter,1
shortfall,7
shortly,2
shoulder,1
showed,6
showing,1
shown,7
shows,5
shrink,4
shrinks,1
shrouded,1
shut,2
shutdowns,1
shuttered,1
sib,2
sibs,1
sick,1
sided,1
sides,2
sideways,1
sign,3
signal,1
signaled,1
signals,2
significant,39
significantly,22
signs,7
sim,1
similar,14
similarities,1
similarly,3
simon,1
simple,6
simpler,1
simplification,1
simplifies,1
simplify,3
simply,9
simultaneously,3
single,4
singly,1
sink,1
sir,1
sit,2
site,1
sits,1
situation,8
sivs,1
sizable,1
size,32
sized,2
sizes,3
skander,1
skeptical,1
skilled,2
skills,13
skip,1
slack,12
slashed,1
sleepy,1
slid,1
slide,1
slightly,4
slipped,1
slipping,2
slog,1
slow,18
slowdown,18
slowed,9
slower,20
slowing,4
slowly,15
slows,1
slr,2
sluggishness,1
slump,1
small,20
smaller,6
smallest,6
smart,1
smarter,1
smith,1
smooth,4
smoothly,2
snapshots,1
snowballing,1
soared,1
social,8
societal,3
society,8
sofr,2
soft,2
softer,1
softness,2
software,1
sold,2
sole,3
soledad,1
solicit,1
soliciting,1
solid,15
solidly,2
solow,1
solution,1
solutions,6
solve,1
solvency,1
solvent,1
somewhat,12
song,1
soon,11
sophisticated,1
sorry,1
sort,3
sorted,1
sought,2
sound,10
sounder,1
soundly,1
soundness,7
source,9
sources,6
south,1
southern,1
space,1
spans,2
spark,1
sparking,1
speak,23
speaker,2
speakers,1
speaking,1
special,10
specific,9
specifically,3
specifics,1
specified,1
specifying,1
speculation,1
speech,5
speeches,1
speed,12
speeding,1
spells,1
spencer,2
spend,6
spending,18
spike,1
spiked,3
spillovers,2
spiral,1
spiraling,1
spirit,1
spite,1
splintering,1
spoke,1
sponsored,2
spot,3
spotlight,1
spread,13
spreading,3
spreads,3
spreadsheet,1
spring,6
spur,1
square,1
squares,1
squeezed,1
st,2
stability,106
stabilize,2
stabilizing,1
stable,27
stack,1
staff,15
staffed,1
stage,4
stages,5
stakeholder,2
stakeholders,14
stalled,1
stalls,1
stance,18
stand,6
standard,14
standardization,2
standardized,2
standards,21
standing,5
standpoint,3
stands,3
stanford,1
stanley,1
stark,3
stars,7
start,14
started,2
starting,2
starts,1
state,29
stated,3
statement,26
statements,1
states,36
statisticians,1
statistics,4
stature,2
status,8
statutory,7
stay,8
staying,3
steadfast,1
steadfastly,1
steadily,12
steady,9
stefania,1
stein,1
steingress,1
stem,1
stemmed,1
step,13
stephanie,1
stepped,1
steps,8
sticking,1
stifle,1
stimulate,3
stimulating,1
stimulative,3
stimulus,4
stiroh,1
stitch,1
stock,4
stop,2
stopped,1
stops,2
store,3
stores,1
stories,2
storm,1
story,7
straightforward,1
strain,1
strains,4
strategic,3
strategies,12
strategy,25
straub,1
stream,1
streamed,4
streamlined,2
streamlining,1
street,3
strength,18
strengthen,13
strengthened,8
strengthening,4
strengthens,1
strengths,1
stress,40
stresses,2
stretch,1
stretching,1
strike,1
stripped,1
strive,8
striving,1
strong,105
stronger,26
strongly,11
struck,2
structural,16
structure,30
structured,3
structures,5
structuring,1
struggle,5
struggled,7
struggles,2
struggling,4
struyven,1
stubbornly,3
students,12
studies,2
study,4
studying,2
stuffiness,1
stuffy,2
style,2
suarez,1
subject,14
submission,1
submissions,7
submit,5
submitted,3
submitting,3
subpar,1
subprime,3
subsequent,3
subsided,1
substantial,11
substantially,11
subtleties,1
succeed,5
success,10
successful,9
successfully,1
sudden,5
suffer,2
suffered,1
suffering,4
suffers,1
suffice,1
sufficiency,1
sufficient,4
sufficiently,1
sufi,1
suggest,10
suggested,3
suggesting,2
suggestion,1
suggestions,2
suggests,8
suit,1
suitable,1
suite,1
sum,4
summarize,3
summarized,2
summary,7
summer,2
summers,1
sums,1
super,1
supervise,1
supervised,1
supervises,1
supervising,1
supervision,14
supervisors,6
supervisory,22
supplement,1
supplementary,3
supplemented,1
suppliers,1
supply,14
support,102
supported,16
supporting,17
supportive,2
supports,1
suppress,1
surcharge,2
sure,6
surface,1
surge,2
surpassed,2
surplus,1
surprise,5
surprises,2
surprising,2
surprisingly,1
surrounding,2
surrounds,1
survey,7
surveys,6
survive,4
susceptible,1
suspended,1
sustain,21
sustainable,9
sustainably,4
sustained,14
sustaining,3
svea,1
svensson,1
swap,4
swaps,3
swept,1
swift,1
swing,1
swings,3
symbolically,1
symmetric,18
symmetrically,3
symposium,3
symposiums,1
syndicated,1
systematic,1
systematically,2
systemic,10
systemically,7
systems,20
systemwide,1
syverson,1
söderström,1
tab,1
table,6
tables,1
tactical,1
tail,1
tailor,1
tailored,2
takeaway,2
taken,12
takers,1
takes,5
taking,24
talent,1
talents,1
talk,7
talking,4
tame,1
tami,1
tamper,1
tangible,1
tantrum,2
tantrums,1
taper,3
target,36
targeted,2
targeting,8
targets,2
tariffs,1
task,26
tasked,1
tasks,3
taught,1
tavella,1
tax,3
taxation,2
taxonomy,1
taxpayer,4
taxpayers,4
taylor,4
teach,2
teachers,6
teaches,3
teaching,1
team,3
technical,7
technological,12
technologies,5
technology,36
television,1
tell,4
telling,3
tells,1
temporarily,3
temporary,8
temptations,1
tempted,1
tend,7
tends,1
tensions,3
tentative,2
tenths,1
tenure,1
terabytes,2
term,94
terms,5
territory,1
terrorist,1
test,1
testament,1
tested,1
testifies,1
testifying,1
testing,12
tests,12
tetlow,2
tew,1
text,1
tfp,8
thakkar,1
thank,45
thankfully,1
thanking,1
thanks,5
theft,1
theme,1
themes,2
theoretical,2
theory,3
therapies,1
thing,4
things,16
think,14
thinking,16
thirds,2
thirty,1
thomas,4
thorough,4
thought,13
thoughtful,2
thoughts,5
thousands,1
threat,5
threaten,3
threatening,1
threatens,1
threats,5
threshold,1
thresholds,1
thrifts,1
thrive,2
tide,1
tied,2
tight,6
tighten,5
tightened,1
tightening,11
tightens,4
tightly,1
tightness,3
tilt,1
tim,3
time,160
timeline,2
timely,5
times,28
timing,6
tips,3
title,1
tmpg,13
tobias,1
today,119
toggles,3
told,2
toll,2
tomorrow,3
tonight,12
took,6
tool,6
toolkit,4
tools,61
topic,10
topics,5
total,10
touch,3
touched,1
tougher,1
tourism,1
tourists,2
town,5
towns,2
toyoo,1
trace,1
track,5
tracking,1
trade,48
traded,3
tradeoff,1
tradeoffs,3
trades,1
trading,10
