Date,Sent_Count
2020-02-27,-74
2020-02-28,-76
2020-02-29,-144
2020-03-01,-88
2020-03-02,-131
2020-03-03,-149
2020-03-04,12
2020-03-05,-37
2020-03-06,-110
2020-03-07,-87
2020-03-08,15
2020-03-09,-128
2020-03-10,-121
2020-03-11,-168
2020-03-12,-388
2020-03-13,-236
2020-03-14,-171
2020-03-15,-409
2020-03-16,-271
2020-03-17,-105
2020-03-18,-226
2020-03-19,-95
2020-03-20,-200
2020-03-21,-155
2020-03-22,-197
2020-03-23,-224
2020-03-24,-89
2020-03-25,-86
2020-03-26,-129
2020-03-27,-186
2020-03-28,-161
2020-03-29,-31
2020-03-30,-61
2020-03-31,-190
2020-04-01,-122
2020-04-02,-244
2020-04-03,-267
2020-04-04,-106
2020-04-05,-117
2020-04-06,-109
2020-04-07,-82
2020-04-08,-101
2020-04-09,-180
2020-04-10,-198
2020-04-11,-82
2020-04-12,-84
2020-04-13,-58
2020-04-14,-98
2020-04-15,2
2020-04-16,-20
2020-04-17,-79
2020-04-18,-132
2020-04-19,-15
2020-04-20,104
2020-04-21,-65
2020-04-22,-33
2020-04-23,-69
2020-04-24,36
2020-04-25,-111
2020-04-26,-69
2020-04-27,55
2020-04-28,-11
2020-04-29,-13
2020-04-30,-8
2020-05-01,-13
2020-05-02,-136
2020-05-03,-42
2020-05-04,-4
2020-05-05,108
2020-05-06,7
2020-05-07,204
2020-05-08,27
2020-05-09,3
2020-05-10,52
2020-05-11,51
2020-05-12,238
2020-05-13,66
2020-05-14,178
2020-05-15,60
2020-05-16,54
2020-05-17,-2
2020-05-18,234
2020-05-19,137
2020-05-20,60
2020-05-21,218
2020-05-22,26
2020-05-23,112
2020-05-24,0
2020-05-25,-7
2020-05-26,173
2020-05-27,168
2020-05-28,73
2020-05-29,-2
2020-05-30,89
2020-05-31,-34
2020-06-01,137
2020-06-02,93
2020-06-03,100
2020-06-04,23
2020-06-05,38
2020-06-06,73
2020-06-07,-5
2020-06-08,60
2020-06-09,8
2020-06-10,17
2020-06-11,53
2020-06-12,-22
2020-06-13,63
2020-06-14,50
2020-06-15,-9
2020-06-16,-26
2020-06-17,52
2020-06-18,29
2020-06-19,58
2020-06-20,-29
2020-06-21,68
2020-06-22,40
2020-06-23,45
2020-06-24,-96
2020-06-25,21
2020-06-26,10
2020-06-27,18
2020-06-28,71
2020-06-29,79
2020-06-30,12
2020-07-01,58
2020-07-02,167
2020-07-03,44
2020-07-04,63
2020-07-05,-12
2020-07-06,97
2020-07-07,123
2020-07-08,43
2020-07-09,91
2020-07-10,110
2020-07-11,31
2020-07-12,69
2020-07-13,108
2020-07-14,73
2020-07-15,97
2020-07-16,137
2020-07-17,120
2020-07-18,-7
2020-07-19,27
2020-07-20,139
2020-07-21,211
2020-07-22,13
2020-07-23,101
2020-07-24,15
2020-07-25,18
2020-07-26,58
2020-07-27,111
2020-07-28,45
2020-07-29,-2
2020-07-30,26
2020-07-31,158
2020-08-01,11
2020-08-02,150
2020-08-03,386
2020-08-04,261
2020-08-05,260
2020-08-06,254
2020-08-07,214
2020-08-08,10
2020-08-09,60
2020-08-10,213
2020-08-11,99
2020-08-12,136
2020-08-13,211
2020-08-14,142
2020-08-15,155
2020-08-16,221
2020-08-17,265
2020-08-18,178
2020-08-19,165
2020-08-20,94
2020-08-21,69
2020-08-22,64
2020-08-23,137
2020-08-24,136
2020-08-25,109
2020-08-26,255
2020-08-27,196
2020-08-28,206
2020-08-29,177
2020-08-30,110
2020-08-31,298
2020-09-01,282
2020-09-02,87
2020-09-03,81
2020-09-04,109
2020-09-05,121
2020-09-06,-3
2020-09-07,26
2020-09-08,104
2020-09-09,47
2020-09-10,40
2020-09-11,46
2020-09-12,-40
2020-09-13,23
2020-09-14,56
2020-09-15,49
2020-09-16,189
2020-09-17,144
2020-09-18,48
2020-09-19,47
2020-09-20,58
2020-09-21,-52
2020-09-22,104
2020-09-23,72
2020-09-24,45
2020-09-25,-28
2020-09-26,1
2020-09-27,55
2020-09-28,138
2020-09-29,60
2020-09-30,152
2020-10-01,84
2020-10-02,93
2020-10-03,49
2020-10-04,64
2020-10-05,100
2020-10-06,116
2020-10-07,99
2020-10-08,124
2020-10-09,156
2020-10-10,83
2020-10-11,13
2020-10-12,129
2020-10-13,151
2020-10-14,110
2020-10-15,145
2020-10-16,160
2020-10-17,140
2020-10-18,59
2020-10-19,49
2020-10-20,-78
2020-10-21,132
2020-10-22,217
2020-10-23,221
2020-10-24,118
2020-10-25,117
2020-10-26,108
2020-10-27,75
2020-10-28,86
2020-10-29,76
2020-10-30,-2
2020-10-31,116
2020-11-01,11
2020-11-02,73
2020-11-03,62
2020-11-04,17
2020-11-05,5
2020-11-06,-25
2020-11-07,6
2020-11-08,83
2020-11-09,122
2020-11-10,103
2020-11-11,51
2020-11-12,89
2020-11-13,120
2020-11-14,216
2020-11-15,89
2020-11-16,145
2020-11-17,64
2020-11-18,139
2020-11-19,139
2020-11-20,233
2020-11-21,217
2020-11-22,84
2020-11-23,382
2020-11-24,399
2020-11-25,636
2020-11-26,452
2020-11-27,456
2020-11-28,397
2020-11-29,191
2020-11-30,495
2020-12-01,361
2020-12-02,380
2020-12-03,115
2020-12-04,309
2020-12-05,175
2020-12-06,209
2020-12-07,293
2020-12-08,402
2020-12-09,203
2020-12-10,298
2020-12-11,427
2020-12-12,206
2020-12-13,323
2020-12-14,277
2020-12-15,280
2020-12-16,251
2020-12-17,151
2020-12-18,118
2020-12-19,38
2020-12-20,110
2020-12-21,283
2020-12-22,231
2020-12-23,257
2020-12-24,142
2020-12-25,119
2020-12-26,235
2020-12-27,210
2020-12-28,249
2020-12-29,283
2020-12-30,309
2020-12-31,261
2021-01-01,126
2021-01-02,168
2021-01-03,263
2021-01-04,329
2021-01-05,392
2021-01-06,123
2021-01-07,239
2021-01-08,220
2021-01-09,117
2021-01-10,178
2021-01-11,251
2021-01-12,298
2021-01-13,383
2021-01-14,443
2021-01-15,600
2021-01-16,319
2021-01-17,180
2021-01-18,433
2021-01-19,365
2021-01-20,367
2021-01-21,475
2021-01-22,781
2021-01-23,411
2021-01-24,423
2021-01-25,1379
2021-01-26,541
2021-01-27,1033
2021-01-28,-3588
2021-01-29,-526
2021-01-30,-103
2021-01-31,-51
2021-02-01,53
2021-02-02,-388
2021-02-03,251
2021-02-04,-227
2021-02-07,0
2021-02-08,110
2021-02-09,145
2021-02-10,82
2021-02-11,456
2021-02-12,273
2021-02-13,315
2021-02-14,311
2021-02-15,534
2021-02-16,198
2021-02-17,238
2021-02-18,324
2021-02-19,505
2021-02-20,243
2021-02-21,291
2021-02-22,610
2021-02-23,181
2021-02-24,244
2021-02-25,276
2021-02-26,257
2021-02-27,40
2021-02-28,50
2021-03-02,714
2021-03-03,469
2021-03-04,306
2021-03-05,63
2021-03-07,67
2021-03-08,424
2021-03-09,874
2021-03-10,602
2021-03-11,961
2021-03-12,630
2021-03-13,386
2021-03-14,621
2021-03-15,558
2021-03-16,585
2021-03-17,458
2021-03-27,64
2021-03-28,107
2021-03-29,227
2021-03-30,262
2021-03-31,292
2021-04-01,405
2021-04-02,248
2021-04-03,143
2021-04-04,115
2021-04-05,240
2021-04-06,216
2021-04-07,501
2021-04-08,249
2021-04-09,386
2021-04-14,161
2021-04-15,260
2021-04-16,229
2021-04-17,326
2021-04-18,72
2021-04-19,305
2021-04-20,215
2021-04-21,207
2021-04-22,194
2021-04-23,251
2021-04-24,251
2021-04-25,205
2021-04-26,349
2021-04-27,520
2021-04-28,504
2021-04-29,343
2021-04-30,293
2021-05-01,2
